	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	19761	83912	64151	JV	19500	80500	61000			
1	sentences, 5	EC	88889	102132	13243	JV	88000	101900	13900			
2	TaGaPa, 6	EC	104982	111380	6398	JV	104900	111200	6300			
3	AhhhEeee, 7	EC	113996	126264	12268	JV	112900	126000	13100			
4	tongue and mouth, 8-9	EC	129439	146770	17331	JV	129200	146600	17400			
5	drift head, 12	EC	179513	207178	27665	JV	178800	206800	28000			
6	straight head, 13	EC	212542	274174	61632	JV	212700	274400	61700			
7	geste, 14	EC	290096	361975	71879	JV	282100	361800	79700			
8	turn, 15a	EC	370055	379258	9203	JV	368500	379300	10800			
9	updn, 15c	EC	380312	387941	7629	JV	379650	388250	8600			
10	tilt, 15b	EC	390617	400851	10234	JV	388600	401400	12800			
11	paper, 18	EC	472505	540152	67647	JV	466900	539700	72800			
12	arms pro, 20	EC	580636	598871	18235	JV	580550	599850	19300			
13	arms sup, 19	EC	559783	577757	17974	JV	558600	578000	19400			
14	elbows, 21	EC	604169	610542	6373	JV	602650	610450	7800			
15	fingernose, 22	EC	615429	641350	25921	JV	611500	641600	30100			
16	tapping, 23	EC	651472	667161	15689	JV	651000	667000	16000			
17	hands, 24	EC	667700	676919	9219	JV	667450	678150	10700			
18	feet, 25	EC	679420	696965	17545	JV	678750	697150	18400			
19	stand frontal, 26	EC	703057	708879	5822	JV	703000	709100	6100			
20	walk Normal, 30	EC	748112	765960	17848	JV	759900	768500	8600			
21	walk Heels, 31	EC	779717	788867	9150	JV	777950	786650	8700			
22	walk Tandom, 32	EC	807859	816096	8237	JV	806850	816450	9600			
