	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	12886	73052	60166	JV	11200	73100	61900			
1	sentences, 5	ZZ	80638	98436	17798	JV	80300	98500	18200			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	102462	118478	16016	JV	107600	117600	10000			
4	tongue and mouth, 8-9	ZZ	120698	137780	17082	JV	120500	138200	17700			
5	drift head, 12	ZZ	156487	175795	19308	JV	154100	175000	20900			
6	straight head, 13	ZZ	194042	260016	65974	JV	195600	257900	62300			
7	geste, 14	ZZ	283330	312627	29297	JV	283000	330700	47700			
8	turn, 15a	ZZ	337737	345191	7454	JV	337600	347300	9700			
9	updn, 15c	ZZ	360522	368851	8329	JV	359900	369100	9200			
10	tilt, 15b	ZZ	349639	357323	7684	JV	348100	358800	10700			
11	paper, 18	ZZ	403366	535534	132168	JV	404200	524300	120100			
12	arms pro, 20	ZZ	537635	550244	12609	JV	551300	563500	12200			
13	arms sup, 19	ZZ	550691	564341	13650	JV	537900	548700	10800			
14	elbows, 21	ZZ	565706	576656	10950	JV	566000	576300	10300			
15	fingernose, 22	ZZ	584305	612932	28627	JV	583000	613500	30500			
16	tapping, 23	ZZ	620532	635907	15375	JV	619800	635600	15800			
17	hands, 24	ZZ	637438	645423	7985	JV	636200	645500	9300			
18	feet, 25	ZZ	653775	679792	26017	JV	661500	680000	18500			
19	stand frontal, 26	ZZ	680071	686778	6707	JV	680400	686400	6000			
20	walk Normal, 30	ZZ	722443	728812	6369	JV	714600	731800	17200			
21	walk Heels, 31	ZZ	742051	752924	10873	JV	733050	753950	20900			
22	walk Tandom, 32	ZZ	777166	800737	23571	JV	760200	800600	40400			
