	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	10750	59202	48452	ZZ	10309	56426	46117			
1	sentences, 5	EC	62776	77424	14648	ZZ	62584	76914	14330			
2	TaGaPa, 6											
3	AhhhEeee, 7	EC	78308	89158	10850	ZZ	77964	89738	11774			
4	tongue and mouth, 8-9	EC	90010	109737	19727	ZZ	89869	110234	20365			
5	drift head, 12	EC	122457	131562	9105	ZZ	122801	131936	9135			
6	straight head, 13	EC	136428	196852	60424	ZZ	136097	197866	61769			
7	geste, 14	EC	205037	213914	8877	ZZ	201217	216949	15732			
8	turn, 15a	EC	220514	226631	6117	ZZ	228260 220463	234627 226295	6367 5832			
9	updn, 15c	EC	234291	241123	6832	ZZ	234627	241093	6466			
10	tilt, 15b	EC	228152	234265	6113							
11	paper, 18	EC	270484	380181	109697	ZZ	263200	391460	128260			
12	arms pro, 20	EC	406371	419877	13506	ZZ	406522	420888	14366			
13	arms sup, 19	EC	391563	404747	13184	ZZ	391526	405489	13963			
14	elbows, 21	EC	422143	426947	4804	ZZ	421821	427521	5700			
15	fingernose, 22	EC	427641	455284	27643	ZZ	429611	454111	24500			
16	tapping, 23	EC	456039	470071	14032	ZZ	455977	470209	14232			
17	hands, 24	EC	470807	479628	8821	ZZ	470508	479286	8778			
18	feet, 25	EC	480818	492793	11975	ZZ	481022	492562	11540			
19	stand frontal, 26	EC	503220	505659	2439	ZZ	503993	505459	1466			
20	walk Normal, 30	EC	533014	540877	7863	ZZ	533723	540647	6924			
21	walk Heels, 31	EC	552008	563423	11415	ZZ	553034	562617	9583			
22	walk Tandom, 32	EC	583246	605076	21830	ZZ	584144	604110	19966			
