	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	9420	62749	53329	JV	9500	67500	58000			
1	sentences, 5	ZZ	72019	88153	16134	JV	71800	88700	16900			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	94940	112484	17544	JV	95000	111800	16800			
4	tongue and mouth, 8-9	ZZ	115114	136433	21319	JV	115000	134300	19300			
5	drift head, 12	ZZ	235877	260739	24862	JV	238700	254800	16100			
6	straight head, 13	ZZ	263045	332290	69245	JV	272900	332200	59300			
7	geste, 14	ZZ	332902	494797	161895	JV	335300	493000	157700			
8	turn, 15a	ZZ	494797	504910	10113	JV	494100	505300	11200			
9	updn, 15c	ZZ	520940	532700	11760	JV	519900	532500	12600			
10	tilt, 15b	ZZ	506738	520550	13812	JV	505700	519500	13800			
11	paper, 18	ZZ	594242	749425	155183	JV	594300	738500	144200			
12	arms pro, 20	ZZ	757962	781004	23042	JV	758700	781500	22800			
13	arms sup, 19	ZZ	785855	805259	19404	JV	785400	803900	18500			
14	elbows, 21	ZZ	806977	817071	10094	JV	808100	817300	9200			
15	fingernose, 22	ZZ	817993	840285	22292	JV	817600	840300	22700			
16	tapping, 23	ZZ	840389	856800	16411	JV	840600	856900	16300			
17	hands, 24	ZZ	857409	864520	7111	JV	857400	865500	8100			
18	feet, 25	ZZ	871400	899350	27950	JV	876800	899200	22400			
19	stand frontal, 26	ZZ	899880	908040	8160	JV	900500	906900	6400			
20	walk Normal, 30	ZZ	949000	956110	7110	JV	949100	956000	6900			
21	walk Heels, 31	ZZ	975360	996470	21110	JV	974800	998200	23400			
22	walk Tandom, 32	ZZ	1083583	1152709	69126	JV	1082200	1152900	70700			
