	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	20064	82789	62725	CB	23091	83598	60507			
1	sentences, 5	ZZ	91231	104090	12859	CB	91805	104140	12335			
2	TaGaPa, 6	ZZ	107170	112756	5586	CB	107433	112699	5266			
3	AhhhEeee, 7	ZZ	115466	125750	10284	CB	115556	125557	10001			
4	tongue and mouth, 8-9	ZZ	132238	150210	17972	CB	133066	150871	17805			
5	drift head, 12	ZZ	170643	202077	31434	CB	165292	200922	35630			
6	straight head, 13	ZZ	203203	264181	60978	CB	207230	263799	56569			
7	geste, 14	ZZ	265780	296055	30275	CB	274353	291367	17014			
8	turn, 15a	ZZ	296055	304521	8466	CB	295490	303892	8402			
9	updn, 15c	ZZ	315487	324649	9162	CB	316216	323788	7572			
10	tilt, 15b	ZZ	307187	314993	7806	CB	307538	314067	6529			
11	paper, 18	ZZ	388906	505986	117080	CB	394401	497037	102636			
12	arms pro, 20	ZZ	531503	554584	23081	CB	532914	553651	20737			
13	arms sup, 19	ZZ	509272	531000	21728	CB	511006	529933	18927			
14	elbows, 21	ZZ	555156	564896	9740	CB	556799	564631	7832			
15	fingernose, 22	ZZ	569309	591782	22473	CB	569509	592098	22589			
16	tapping, 23	ZZ	596386	615137	18751	CB	596180	613134	16954			
17	hands, 24	ZZ	617888	627343	9455	CB	618174	627240	9066			
18	feet, 25	ZZ	629371	644134	14763	CB	630881	643509	12628			
19	stand frontal, 26	ZZ	650083	659079	8996	CB	651007	658353	7346			
20	walk Normal, 30	ZZ	693024	705898	12874	CB	696721	709956	13235			
21	walk Heels, 31	ZZ	716334	731374	15040	CB	725235	731142	5907			
22	walk Tandom, 32	ZZ	735250	759030	23780	CB	748453	756815	8362			
