	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	10912	69542	58630						10912->69542	
1	sentences, 5	ZZ	80210	99043	18833						80210->99043	
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	105355	112917	7562						105355->112917	
4	tongue and mouth, 8-9	ZZ	118234	144234	26000						118234->144234	
5	drift head, 12	ZZ	189113	201694	12581						189113->201694	
6	straight head, 13	ZZ	224031	289396	65364						224031->289396	
7	geste, 14	ZZ	392246	406111	13865						392246->406111	
8	turn, 15a	ZZ	296406	308527	12121						296406->308527	
9	updn, 15c	ZZ	326125	336409	10284						326125->336409	
10	tilt, 15b	ZZ	309201	325480	16279						309201->325480	
11	paper, 18	ZZ	406293	542888	136595						406293->542888	
12	arms pro, 20	ZZ	546555	560507	13952						546555->560507	
13	arms sup, 19	ZZ	560696	575745	15049						560696->575745	
14	elbows, 21	ZZ	576365	585912	9547						576365->585912	
15	fingernose, 22	ZZ	587933	609010	21077						587933->609010	
16	tapping, 23	ZZ	621830	635330	13500						621830->635330	
17	hands, 24	ZZ	637035	644710	7675						637035->644710	
18	feet, 25	ZZ	653386	667359	13973						653386->667359	
19	stand frontal, 26	ZZ	667587	676527	8940						667587->676527	
20	walk Normal, 30	ZZ	725503	734479	8976						725503->734479	
21	walk Heels, 31	ZZ	751193	760169	8976						751193->760169	
22	walk Tandom, 32	ZZ	780287	790336	10049						780287->790336	
