	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	18725	85199	66474	CB	18085	81413	63328			
1	sentences, 5	EC	91279	108984	17705	CB	92034	109171	17137			
2	TaGaPa, 6											
3	AhhhEeee, 7	EC	114520	127386	12866	CB	115279	127319	12040			
4	tongue and mouth, 8-9	EC	138053	156953	18900	CB	138522	159318	20796			
5	drift head, 12	EC	186972	203501	16529	CB	187023	204069	17046			
6	straight head, 13	EC	220400	284800	64400	CB	221307	285935	64628			
7	geste, 14	EC	294908	305826	10918	CB	295099	311688	16589			
8	turn, 15a	EC	312629	325921	13292	CB	313687	325552	11865			
9	updn, 15c	EC	339484	349098	9614	CB	341218	348939	7721			
10	tilt, 15b	EC	327082	337637	10555	CB	328206	337132	8926			
11	paper, 18	EC	417200	489600	72400	CB	419000	489000	70000			
12	arms pro, 20	EC	509114	521457	12343	CB	510979	522038	11059			
13	arms sup, 19	EC	490739	505713	14974	CB	491660	506750	15090			
14	elbows, 21	EC	527396	536126	8730	CB	529973	537260	7287			
15	fingernose, 22	EC	542606	563167	20561	CB	543285	563932	20647			
16	tapping, 23	EC	566941	584642	17701	CB	567527	584453	16926			
17	hands, 24	EC	589268	591975	2707	CB	589762	594604	4842			
18	feet, 25	EC	603495	616657	13162	CB	600600	616300	15700			
19	stand frontal, 26	EC	626092	630858	4766	CB	624900	631700	6800			
20	walk Normal, 30	EC	665578	675622	10044	CB	664500	675700	11200			
21	walk Heels, 31					CB	694500	703000	8500			
22	walk Tandom, 32	EC	747200	774100	26900	CB	750800	772300	21500			
