	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	14340	71123	56783	JV	14200	72800	58600			
1	sentences, 5	ZZ	82599	107255	24656	JV	82200	107200	25000			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	110798	119927	9129	JV	111700	118900	7200			
4	tongue and mouth, 8-9	ZZ	121680	138392	16712	JV	121850	139250	17400			
5	drift head, 12	ZZ	154159	172027	17868	JV	158100	172700	14600			
6	straight head, 13	ZZ	190596	255413	64817	JV	192700	252200	59500			
7	geste, 14	ZZ	259890	286245	26355	JV	259900	286600	26700			
8	turn, 15a	ZZ	287840	299909	12069	JV	287400	300100	12700			
9	updn, 15c	ZZ	308668	320931	12263	JV	310150	320450	10300			
10	tilt, 15b	ZZ	300520	308668	8148	JV	300300	309900	9600			
11	paper, 18	ZZ	376940	461750	84810	JV	377500	452600	75100			
12	arms pro, 20	ZZ	478243	489455	11212	JV	477800	489500	11700			
13	arms sup, 19	ZZ	465890	477120	11230	JV	466400	476900	10500			
14	elbows, 21	ZZ	491907	497863	5956	JV	493700	497800	4100			
15	fingernose, 22	ZZ	502418	511878	9460	JV	499300	513300	14000			
16	tapping, 23	ZZ	522038	531148	9110	JV	521400	530900	9500			
17	hands, 24	ZZ	532549	535002	2453	JV	531300	535600	4300			
18	feet, 25	ZZ	539907	560928	21021	JV	550500	560400	9900			
19	stand frontal, 26	ZZ	563031	574592	11561	JV	564800	574900	10100			
20	walk Normal, 30	ZZ	616636	624344	7708	JV	606600	624400	17800			
21	walk Heels, 31	ZZ	635555	644314	8759	JV	625750	644250	18500			
22	walk Tandom, 32	ZZ	660431	670426	9995	JV	648250	669950	21700			
