	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	12751	80394	67643	JV	11600	80300	68700	12751->80300	11600->80394	0.9819024914963514
1	sentences, 5	EC	89107	107646	18539	JV	88800	107500	18700	89107->107500	88800->107646	0.9759630690862783
2	TaGaPa, 6	EC	110353	118002	7649	JV	110600	117900	7300	110600->117900	110353->118002	0.9543731206693685
3	AhhhEeee, 7	EC	123358	134956	11598	JV	123700	135500	11800	123700->134956	123358->135500	0.9270301433042333
4	tongue and mouth, 8-9	EC	138296	160350	22054	JV	138200	160700	22500	138296->160350	138200->160700	0.9801777777777778
5	drift head, 12	EC	179323	188641	9318	JV	175300	187700	12400	179323->187700	175300->188641	0.6279139494790495
6	straight head, 13	EC	212322	268667	56345	JV	208600	268100	59500	212322->268100	208600->268667	0.9285964006859008
7	geste, 14	EC	271941	276977	5036	JV	271100	295800	24700	271941->276977	271100->295800	0.20388663967611337
8	turn, 15a	EC	305646	315947	10301	JV	303500	316500	13000	305646->315947	303500->316500	0.7923846153846154
9	updn, 15c	EC	316834	325445	8611	JV	316750	325250	8500	316834->325250	316750->325445	0.9679125934445083
10	tilt, 15b	EC	325852	335312	9460	JV	325650	334850	9200	325852->334850	325650->335312	0.9312771682881391
11	paper, 18	EC	403225	489067	85842	JV	395200	489700	94500	403225->489067	395200->489700	0.9083809523809524
12	arms pro, 20	EC	501584	512547	10963	JV	501900	511700	9800	501900->511700	501584->512547	0.8939158989327739
13	arms sup, 19	EC	514000	526248	12248	JV	513950	525750	11800	514000->525750	513950->526248	0.955439908928281
14	elbows, 21	EC	529154	536705	7551	JV	528200	536500	8300	529154->536500	528200->536705	0.8637272192827748
15	fingernose, 22	EC	539181	555727	16546	JV	536900	556100	19200	539181->555727	536900->556100	0.8617708333333334
16	tapping, 23	EC	560609	572722	12113	JV	559300	573900	14600	560609->572722	559300->573900	0.8296575342465753
17	hands, 24	EC	574508	592247	17739	JV	574250	592650	18400	574508->592247	574250->592650	0.9640760869565217
18	feet, 25	EC	599339	615116	15777	JV	594500	615600	21100	599339->615116	594500->615600	0.7477251184834123
19	stand frontal, 26	EC	618182	625748	7566	JV	618600	625900	7300	618600->625748	618182->625900	0.9261466701217932
20	walk Normal, 30	EC	669635	677081	7446	JV	669200	680800	11600	669635->677081	669200->680800	0.641896551724138
21	walk Heels, 31	EC	708768	724566	15798	JV	704450	716350	11900	708768->716350	704450->724566	0.3769138993835753
22	walk Tandom, 32	EC	725755	738610	12855	JV	725350	738350	13000	725755->738350	725350->738610	0.9498491704374057
