	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	37293	91359	54066	JV	38600	91700	53100			
1	sentences, 5	ZZ	101282	114881	13599	JV	100800	116000	15200			
2	TaGaPa, 6	ZZ	117710	124032	6322	JV	117950	123950	6000			
3	AhhhEeee, 7	ZZ	127662	141299	13637	JV	128200	140600	12400			
4	tongue and mouth, 8-9	ZZ	144020	166172	22152	JV	144100	166800	22700			
5	drift head, 12	ZZ	182283	207869	25586	JV	182400	207300	24900			
6	straight head, 13	ZZ	210295	272639	62344	JV	210000	271800	61800			
7	geste, 14	ZZ	273569	295436	21867	JV	273100	295500	22400			
8	turn, 15a	ZZ	299032	315868	16836	JV	297950	317550	19600			
9	updn, 15c	ZZ	333500	345490	11990	JV	333500	345500	12000			
10	tilt, 15b	ZZ	319369	332706	13337	JV	318400	333100	14700			
11	paper, 18	ZZ	440130	578311	138181	JV	436700	567000	130300			
12	arms pro, 20	ZZ	606226	625180	18954	JV	605500	623900	18400			
13	arms sup, 19	ZZ	583429	602969	19540	JV	583200	601700	18500			
14	elbows, 21	ZZ	626190	636380	10190	JV	628700	635900	7200			
15	fingernose, 22	ZZ	639020	671080	32060	JV	639100	673100	34000			
16	tapping, 23	ZZ	677875	698720	20845	JV	677700	699100	21400			
17	hands, 24	ZZ	699277	713800	14523	JV	699550	713750	14200			
18	feet, 25	ZZ	716420	741615	25195	JV	716700	741000	24300			
19	stand frontal, 26	ZZ	746733	755107	8374	JV	747800	754500	6700			
20	walk Normal, 30	ZZ	793258	805355	12097	JV	801100	825000	23900			
21	walk Heels, 31	ZZ	837530 815125	848990 820243	11460 5118	JV	825800	848600	22800			
22	walk Tandom, 32	ZZ	873282	890331	17049	JV	851550	889950	38400			
