	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	9434	74497	65063	ZZ	10414	74648	64234			
1	sentences, 5	EC	84039	97120	13081	ZZ	84228	97302	13074			
2	TaGaPa, 6	EC	101228	107071	5843	ZZ	101012	106810	5798			
3	AhhhEeee, 7	EC	113489	126626	13137	ZZ	113156	126636	13480			
4	tongue and mouth, 8-9	EC	129186	143757	14571	ZZ	129050	144878	15828			
5	drift head, 12	EC	164520	176436	11916	ZZ	163792	175463	11671			
6	straight head, 13	EC	213912	273817	59905	ZZ	213655	272049	58394			
7	geste, 14	EC	749456	753139	3683	ZZ	746431	763025	16594			
8	turn, 15a	EC	282940	298949	16009	ZZ	282980	299110	16130			
9	updn, 15c	EC	299667	305124	5457	ZZ	299414	304974	5560			
10	tilt, 15b	EC	305311	309744	4433	ZZ	304974	309589	4615			
11	paper, 18	EC	364608	461978	97370	ZZ	356577	475683	119106			
12	arms pro, 20	EC	507243	519438	12195	ZZ	506671	520756	14085			
13	arms sup, 19	EC	482759	503654	20895	ZZ	481719	505061	23342			
14	elbows, 21											
15	fingernose, 22	EC	522555	542085	19530	ZZ	523573	542085	18512			
16	tapping, 23	EC	557464	588591	31127	ZZ	572460	589730	17270			
17	hands, 24	EC	591886	596353	4467							
18	feet, 25	EC	604047	617191	13144	ZZ	604682	617342	12660			
19	stand frontal, 26	EC	619242	627942	8700	ZZ	619756	628632	8876			
20	walk Normal, 30	EC	674708	681743	7035	ZZ	675293	682134	6841			
21	walk Heels, 31	EC	697978	708108	10130	ZZ	699842	710912	11070			
22	walk Tandom, 32	EC	733002	745547	12545	ZZ	734049	745317	11268			
