	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	13288	67263	53975	CB	11654	63478	51824			
1	sentences, 5	ZZ	78147	89919	11772	CB	78113	91641	13528			
2	TaGaPa, 6	ZZ	91981	105102	13121	CB	96480	105060	8580			
3	AhhhEeee, 7	ZZ	126291	155430	29139	CB	125773	156125	30352			
4	tongue and mouth, 8-9	ZZ	164125 110202	173273 119213	9148 9011	CB	164530 111001	173298 123289	8768 12288			
5	drift head, 12	ZZ	190238	201970	11732	CB	190182	204038	13856			
6	straight head, 13	ZZ	209364	257767	48403	CB	213579	261690	48111			
7	geste, 14	ZZ	264424	274025	9601	CB	266352	274207	7855			
8	turn, 15a	ZZ	278285	289629	11344	CB	279300	287140	7840			
9	updn, 15c	ZZ	297017	301249	4232	CB	297725	301709	3984			
10	tilt, 15b	ZZ	290062	296782	6720	CB	290664	296969	6305			
11	paper, 18	ZZ	348366	489282	140916	CB	349029	479288	130259			
12	arms pro, 20	ZZ	510714	521657	10943	CB	511534	520718	9184			
13	arms sup, 19	ZZ	500399	510039	9640	CB	501833	510201	8368			
14	elbows, 21	ZZ	526170	533820	7650	CB	527299	533826	6527			
15	fingernose, 22	ZZ	540535	568943	28408	CB	541943	568847	26904			
16	tapping, 23	ZZ	572012	586205	14193	CB	572435	586227	13792			
17	hands, 24	ZZ	586493	591468	4975	CB	587400	591256	3856			
18	feet, 25	ZZ	592665	606901	14236	CB	595130	606793	11663			
19	stand frontal, 26	ZZ	609026	624981	15955	CB	611806	622862	11056			
20	walk Normal, 30	ZZ	668566	678864	10298	CB	666650	677915	11265			
21	walk Heels, 31	ZZ	690528	701894	11366	CB	692239	701535	9296			
22	walk Tandom, 32	ZZ	729663	744675	15012	CB	730795	742475	11680			
