	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	21100	68800	47700	QC	20240	68200	47960			
1	sentences, 5	EC	75788	93526	17738	QC	75935	93735	17800			
2	TaGaPa, 6	EC	101701	109583	7882	QC	101922	109429	7507			
3	AhhhEeee, 7	EC	117319	124765	7446	QC	117553	124818	7265			
4	tongue and mouth, 8-9	EC	127892	141392	13500	QC	127907	141289	13382			
5	drift head, 12	EC	177972	187867	9895	QC	176801	189161	12360			
6	straight head, 13	EC	209719	262519	52800	QC	209295	263199	53904			
7	geste, 14	EC	275219	294450	19231	QC	274985	294666	19681			
8	turn, 15a	EC	305600	319147	13547	QC	305714	318132	12418			
9	updn, 15c	EC	331286	344086	12800	QC	331667	343507	11840			
10	tilt, 15b	EC	321003	329564	8561	QC	321040	330078	9038			
11	paper, 18	EC	405500	505600	100100	QC	405389	504738	99349			
12	arms pro, 20	EC	524383	535358	10975	QC	524981	536347	11366			
13	arms sup, 19	EC	541329	553928	12599	QC	541385	554309	12924			
14	elbows, 21	EC	564240	573634	9394	QC	563743	573847	10104			
15	fingernose, 22	EC	595803	612409	16606	QC	595162	612205	17043			
16	tapping, 23	EC	620828	635738	14910	QC	620803	636216	15413			
17	hands, 24	EC	638577	650912	12335	QC	638738	651204	12466			
18	feet, 25	EC	658355	678259	19904	QC	658170	678733	20563			
19	stand frontal, 26	EC	684664	692520	7856	QC	682751	692742	9991			
20	walk Normal, 30	EC	739569	746611	7042	QC	740550	747210	6660			
21	walk Heels, 31	EC	756437	765425	8988	QC	758212	765300	7088			
22	walk Tandom, 32	EC	781068	791447	10379	QC	781877	791275	9398			
