	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	10876	61162	50286	JV	9700	62100	52400			
1	sentences, 5	ZZ	68036	85927	17891	JV	67400	85900	18500			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	94691	106333	11642	JV	95900	105700	9800			
4	tongue and mouth, 8-9	ZZ	108157	123501	15344	JV	109100	124500	15400			
5	drift head, 12	ZZ	193073	203703	10630	JV	193500	202300	8800			
6	straight head, 13	ZZ	207933	283063	75130	JV	212200	271600	59400			
7	geste, 14	ZZ	287183	345802	58619	JV	286600	346200	59600			
8	turn, 15a	ZZ	351030	359525	8495	JV	350800	359300	8500			
9	updn, 15c	ZZ	372855	383049	10194	JV	373100	383400	10300			
10	tilt, 15b	ZZ	362269	370895	8626	JV	363700	372400	8700			
11	paper, 18	ZZ	415602	540651	125049	JV	415900	535300	119400			
12	arms pro, 20	ZZ	542092	552422	10330	JV	542200	552000	9800			
13	arms sup, 19	ZZ	553722	565063	11341	JV	554400	564500	10100			
14	elbows, 21	ZZ	565967	576290	10323	JV	569400	576300	6900			
15	fingernose, 22	ZZ	585355	606135	20780	JV	582800	606500	23700			
16	tapping, 23	ZZ	613976	623158	9182	JV	612800	623100	10300			
17	hands, 24	ZZ	623912	628025	4113	JV	623500	628400	4900			
18	feet, 25	ZZ	635269	648266	12997	JV	634600	648300	13700			
19	stand frontal, 26	ZZ	648697	655160	6463	JV	649600	654400	4800			
20	walk Normal, 30	ZZ	680830	688780	7950	JV	676200	688300	12100			
21	walk Heels, 31	ZZ	699839	722320	22481	JV	692000	708900	16900			
22	walk Tandom, 32	ZZ	738261	750250	11989	JV	723800	749800	26000			
