	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	JV	10500	66400	55900	CB	12263	69558	57295			
1	sentences, 5	JV	73400	94400	21000	CB	74331	94235	19904			
2	TaGaPa, 6	JV	97000	105100	8100	CB	96496	104752	8256			
3	AhhhEeee, 7	JV	108000	122900	14900	CB	109524	122260	12736			
4	tongue and mouth, 8-9	JV	124550	149850	25300	CB	125449	148153	22704			
5	drift head, 12	JV	181300	197000	15700	CB	182114	196370	14256			
6	straight head, 13	JV	206800	263400	56600	CB	204567	263879	59312			
7	geste, 14	JV	271000	278800	7800	CB	273164	280252	7088			
8	turn, 15a	JV	283000	311100	28100	CB	284752	310256	25504			
9	updn, 15c	JV	348700	377800	29100	CB	350826	378121	27295			
10	tilt, 15b	JV	312300	347900	35600	CB	315493	346645	31152			
11	paper, 18	JV	484500	616600	132100	CB	490530	612578	122048			
12	arms pro, 20	JV	633300	647700	14400	CB	633419	646123	12704			
13	arms sup, 19	JV	649850	662950	13100	CB	650288	662480	12192			
14	elbows, 21	JV	672450	682350	9900	CB	672522	682158	9636			
15	fingernose, 22	JV	690600	723100	32500	CB	694002	720962	26960			
16	tapping, 23	JV	726400	743400	17000	CB	727847	742279	14432			
17	hands, 24	JV	743950	758650	14700	CB	744284	757468	13184			
18	feet, 25	JV	759050	785050	26000	CB	770454	784967	14513			
19	stand frontal, 26	JV	785400	792900	7500	CB	787260	792300	5040			
20	walk Normal, 30	JV	822800	832200	9400	CB	823108	833572	10464			
21	walk Heels, 31	JV	847800	861300	13500							
22	walk Tandom, 32	JV	876400	903900	27500	CB	885565	902701	17136			
