	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	15023	74911	59888	JV	14100	76800	62700			
1	sentences, 5	ZZ	89332	110953	21621	JV	89400	112400	23000			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	115202	124208	9006	JV	116350	123550	7200			
4	tongue and mouth, 8-9	ZZ	182983	193902	10919							
5	drift head, 12					JV	179100	192400	13300			
6	straight head, 13	ZZ	193927	265334	71407	JV	194500	264700	70200			
7	geste, 14	ZZ	279186	295204	16018	JV	278600	293900	15300			
8	turn, 15a	ZZ	302607	314062	11455	JV	301500	313100	11600			
9	updn, 15c	ZZ	322163	332742	10579	JV	322050	332950	10900			
10	tilt, 15b	ZZ	314080	322163	8083	JV	313950	321850	7900			
11	paper, 18	ZZ	407517	479484	71967	JV	408300	468400	60100			
12	arms pro, 20	ZZ	505429	526511	21082	JV	506150	525050	18900			
13	arms sup, 19	ZZ	484289	505139	20850	JV	484700	504900	20200			
14	elbows, 21	ZZ	527933	538446	10513	JV	528250	538250	10000			
15	fingernose, 22	ZZ	540851	552257	11406	JV	539900	553200	13300			
16	tapping, 23	ZZ	562502	570560	8058	JV	561900	570300	8400			
17	hands, 24	ZZ	570775	575576	4801	JV	570550	576350	5800			
18	feet, 25	ZZ	579057	593786	14729	JV	578500	594500	16000			
19	stand frontal, 26	ZZ	598426	608059	9633	JV	600150	607450	7300			
20	walk Normal, 30	ZZ	649907	657335	7428	JV	638850	657250	18400			
21	walk Heels, 31	ZZ	670389	684148	13759	JV	671200	681300	10100			
22	walk Tandom, 32	ZZ	714121	726788	12667	JV	686500	725700	39200			
