	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	18582	77184	58602	CB	20396	78717	58321			
1	sentences, 5	ZZ	89742	105455	15713	CB	90796	105339	14543			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	110618	121715	11097	CB	112943	121753	8810			
4	tongue and mouth, 8-9	ZZ	126902	145127	18225	CB	127603	145287	17684			
5	drift head, 12	ZZ	175568	191218	15650	CB	177837	190451	12614			
6	straight head, 13	ZZ	202866	252444	49578	CB	203282	253709	50427			
7	geste, 14	ZZ	265831	305579	39748	CB	267117	304647	37530			
8	turn, 15a	ZZ	309003	318831	9828	CB	308974	318826	9852			
9	updn, 15c	ZZ	330507	339856	9349	CB	331419	340084	8665			
10	tilt, 15b	ZZ	321048	330496	9448	CB	322014	329933	7919			
11	paper, 18	ZZ	405622	504860	99238	CB	405300	497000	91700			
12	arms pro, 20	ZZ	526692	544126	17434	CB	528866	543204	14338			
13	arms sup, 19	ZZ	504952	526396	21444	CB	507623	526508	18885			
14	elbows, 21	ZZ	544461	554986	10525	CB	548180	555002	6822			
15	fingernose, 22	ZZ	562381	581361	18980	CB	560600	581400	20800			
16	tapping, 23	ZZ	585541	600381	14840	CB	586000	600000	14000			
17	hands, 24	ZZ	604842	609957	5115	CB	604600	609800	5200			
18	feet, 25	ZZ	616716	625367	8651	CB	618254	631154	12900			
19	stand frontal, 26	ZZ	630132	637805	7673	CB	634976	640072	5096			
20	walk Normal, 30	ZZ	674553	683014	8461	CB	675400	684300	8900			
21	walk Heels, 31	ZZ	698154	708294	10140	CB	699000	708100	9100			
22	walk Tandom, 32	ZZ	719593	741508	21915	CB	720400	738800	18400			
