	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	14689	73222	58533	CB	13480	74761	61281			
1	sentences, 5	ZZ	82802	103201	20399	CB	82506	102953	20447			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	108550	116574	8024	CB	107822	116142	8320			
4	tongue and mouth, 8-9	ZZ	119997	137497	17500	CB	120531	138515	17984			
5	drift head, 12	ZZ	155042	169450	14408	CB	153991	167351	13360			
6	straight head, 13	ZZ	184656	242257	57601	CB	185309	241884	56575			
7	geste, 14	ZZ	257470	262293	4823	CB	258241	275825	17584			
8	turn, 15a	ZZ	282556	293578	11022	CB	282758	293782	11024			
9	updn, 15c	ZZ	307600	321389	13789	CB	308304	320432	12128			
10	tilt, 15b	ZZ	294072	305019	10947	CB	295851	304875	9024			
11	paper, 18	ZZ	381740	490980	109240	CB	383868	481660	97792			
12	arms pro, 20	ZZ	510795	525495	14700	CB	512421	524310	11889			
13	arms sup, 19	ZZ	493930	510350	16420	CB	495712	509424	13712			
14	elbows, 21	ZZ	526200	536830	10630	CB	531158	536550	5392			
15	fingernose, 22	ZZ	540036	552875	12839	CB	539547	552843	13296			
16	tapping, 23	ZZ	563440	572150	8710	CB	563920	572000	8080			
17	hands, 24	ZZ	572550	577880	5330	CB	572965	577477	4512			
18	feet, 25	ZZ	580640	594090	13450	CB	582218	594074	11856			
19	stand frontal, 26	ZZ	599705	607430	7725	CB	598767	606015	7248			
20	walk Normal, 30	ZZ	641708	658223	16515	CB	651083	657051	5968			
21	walk Heels, 31	ZZ	659330	680280	20950	CB	669389	678733	9344			
22	walk Tandom, 32	ZZ	682288	710898	28610	CB	699373	709597	10224			
