	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	JV	11000	89600	78600	CB	11802	88826	77024			
1	sentences, 5	JV	98900	126500	27600	CB	99663	126639	26976			
2	TaGaPa, 6											
3	AhhhEeee, 7	JV	130950	138750	7800	CB	130675	138835	8160			
4	tongue and mouth, 8-9	JV	141700	157000	15300	CB	141752	157160	15408			
5	drift head, 12	JV	176900	189700	12800	CB	178049	191857	13808			
6	straight head, 13	JV	210600	270300	59700	CB	210050	273026	62976			
7	geste, 14	JV	280000	300700	20700	CB	281156	305015	23859			
8	turn, 15a	JV	305300	317300	12000	CB	307020	316700	9680			
9	updn, 15c	JV	325250	333150	7900	CB	325221	332933	7712			
10	tilt, 15b	JV	317650	324950	7300	CB	318544	324864	6320			
11	paper, 18	JV	389500	505900	116400	CB	390092	509308	119216			
12	arms pro, 20	JV	537900	550500	12600	CB	537305	550890	13585			
13	arms sup, 19	JV	521500	533900	12400	CB	521717	534453	12736			
14	elbows, 21	JV	556950	562050	5100	CB	555350	562454	7104			
15	fingernose, 22	JV	564100	579900	15800	CB	566226	579650	13424			
16	tapping, 23	JV	592800	599900	7100	CB	593671	601288	7617			
17	hands, 24	JV	601000	606700	5700	CB	601613	605629	4016			
18	feet, 25	JV	608100	621000	12900	CB	608913	621041	12128			
19	stand frontal, 26	JV	627100	634100	7000	CB	627330	634114	6784			
20	walk Normal, 30	JV	690600	698700	8100	CB	691566	698382	6816			
21	walk Heels, 31	JV	711600	722200	10600	CB	711138	720434	9296			
22	walk Tandom, 32	JV	740850	752450	11600	CB	741423	752415	10992			
