	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	14616	64701	50085	JV	19100	65500	46400			
1	sentences, 5	ZZ	84323	103107	18784	JV	84000	103100	19100			
2	TaGaPa, 6	ZZ	105030	111617	6587	JV	105750	111550	5800			
3	AhhhEeee, 7	ZZ	117961	130114	12153	JV	119500	129500	10000			
4	tongue and mouth, 8-9	ZZ	135916	149560	13644	JV	136000	150400	14400			
5	drift head, 12	ZZ	205491 164368	278050 179361	72559 14993	JV	164500	179500	15000			
6	straight head, 13					JV	219900	278700	58800			
7	geste, 14	ZZ	184319	197901	13582	JV	184300	197500	13200			
8	turn, 15a	ZZ	286685	302512	15827	JV	284500	302500	18000			
9	updn, 15c	ZZ	302742	309741	6999	JV	302600	310500	7900			
10	tilt, 15b	ZZ	310446	316657	6211	JV	310900	317400	6500			
11	paper, 18	ZZ	369387	525798	156411	JV	369600	513700	144100			
12	arms pro, 20	ZZ	547911	560196	12285	JV	549650	559950	10300			
13	arms sup, 19	ZZ	531474	544635	13161	JV	531600	544800	13200			
14	elbows, 21	ZZ	562987	575347	12360	JV	565950	572350	6400			
15	fingernose, 22	ZZ	575757	590499	14742	JV	575700	591500	15800			
16	tapping, 23					JV	606900	620300	13400			
17	hands, 24	ZZ	623500	628582	5082	JV	622400	627700	5300			
18	feet, 25	ZZ	633087	651924	18837	JV	635000	650100	15100			
19	stand frontal, 26	ZZ	652867	660768	7901	JV	653300	658900	5600			
20	walk Normal, 30	ZZ	710482	718263	7781	JV	699500	718100	18600			
21	walk Heels, 31	ZZ	735462	745290	9828	JV	727750	743350	15600			
22	walk Tandom, 32	ZZ	768222	782554	14332	JV	752100	782200	30100			
