	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	CB	15109	67324	52215	QC	15237	65499	50262			
1	sentences, 5	CB	73316	91754	18438	QC	73759	92039	18280			
2	TaGaPa, 6	CB	98180	105751	7571	QC	98589	105569	6980			
3	AhhhEeee, 7	CB	115370	126727	11357	QC	115609	125529	9920			
4	tongue and mouth, 8-9	CB	130239	147084	16845	QC	129759	147139	17380			
5	drift head, 12	CB	164754	181706	16952	QC	164098	181818	17720			
6	straight head, 13	CB	202883	266722	63839	QC	203328	266447	63119			
7	geste, 14	CB	286112	301278	15166	QC	285857	303907	18050			
8	turn, 15a	CB	310495	319073	8578	QC	309947	319177	9230			
9	updn, 15c	CB	332054	341303	9249	QC	332027	341367	9340			
10	tilt, 15b	CB	322451	330807	8356	QC	322257	330767	8510			
11	paper, 18	CB	371723	518757	147034	QC	371936	511665	139729			
12	arms pro, 20	CB	568686	584532	15846	QC	570714	585194	14480			
13	arms sup, 19	CB	542007	565612	23605	QC	545024	565294	20270			
14	elbows, 21	CB	590536	598579	8043	QC	590164	598074	7910			
15	fingernose, 22	CB	608158	635440	27282	QC	606804	635113	28309			
16	tapping, 23	CB	647758	663257	15499	QC	646723	663073	16350			
17	hands, 24	CB	666491	671355	4864	QC	666583	671213	4630			
18	feet, 25	CB	678677	699240	20563	QC	678623	699133	20510			
19	stand frontal, 26	CB	701677	710837	9160	QC	702993	710273	7280			
20	walk Normal, 30	CB	750507	756153	5646	QC	749952	756591	6639			
21	walk Heels, 31	CB	773771	780513	6742	QC	773310	780889	7579			
22	walk Tandom, 32	CB	806630	817180	10550	QC	805058	818207	13149			
