	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	23648	77398	53750	QC	23227	77967	54740			
1	sentences, 5	EC	88728	101765	13037	QC	89052	101804	12752			
2	TaGaPa, 6	EC	103325	109371	6046	QC	103640	109335	5695			
3	AhhhEeee, 7	EC	112897	124619	11722	QC	113149	124679	11530			
4	tongue and mouth, 8-9	EC	135203	149629	14426	QC	135298	151003	15705			
5	drift head, 12	EC	166256	186374	20118	QC	164347	187053	22706			
6	straight head, 13	EC	209763	258998	49235	QC	206427	259413	52986			
7	geste, 14	EC	261553	287322	25769	QC	259650	288326	28676			
8	turn, 15a	EC	291590	312869	21279	QC	291523	312637	21114			
9	updn, 15c	EC	330325	342047	11722	QC	330087	341724	11637			
10	tilt, 15b	EC	317884	328821	10937	QC	317771	328565	10794			
11	paper, 18	EC	442096	515994	73898	QC	442955	516003	73048			
12	arms pro, 20	EC	556203	576046	19843	QC	556545	576054	19509			
13	arms sup, 19	EC	533719	552134	18415	QC	533850	553292	19442			
14	elbows, 21	EC	590891	601335	10444	QC	589915	602049	12134			
15	fingernose, 22	EC	606496	632820	26324	QC	606830	632842	26012			
16	tapping, 23	EC	638398	657184	18786	QC	638723	657839	19116			
17	hands, 24	EC	665569	676456	10887	QC	664591	676763	12172			
18	feet, 25	EC	680842	700110	19268	QC	680946	700129	19183			
19	stand frontal, 26	EC	709236	716986	7750	QC	709184	715819	6635			
20	walk Normal, 30	EC	770272	824603	54331	QC	815877	824197	8320			
21	walk Heels, 31	EC	945949 840698	954415 858502	8466 17804	QC	929147 842516	955163 857595	26016 15079			
22	walk Tandom, 32											
