	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	4258	53788	49530	CB	5500	54200	48700			
1	sentences, 5	ZZ	59501	90276	30775	CB	60300	90100	29800			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	94320	106160	11840	CB	94200	106200	12000			
4	tongue and mouth, 8-9	ZZ	111207	122344	11137	CB	111200	122400	11200			
5	drift head, 12	ZZ	137532	152278	14746	CB	137300	152300	15000			
6	straight head, 13	ZZ	164310	221461	57151	CB	165550	222850	57300			
7	geste, 14	ZZ	234997	275228	40231	CB	236050	273950	37900			
8	turn, 15a	ZZ	279364	287970	8606	CB	279050	287850	8800			
9	updn, 15c	ZZ	300974	309667	8693	CB	301500	309300	7800			
10	tilt, 15b	ZZ	292118	300620	8502	CB	289900	300200	10300			
11	paper, 18	ZZ	349676	456884	107208	CB	352500	444600	92100			
12	arms pro, 20	ZZ	461346	471122	9776	CB	462200	473300	11100			
13	arms sup, 19	ZZ	475258	492178	16920	CB	475400	492600	17200			
14	elbows, 21	ZZ	498946	510602	11656	CB	496850	510250	13400			
15	fingernose, 22	ZZ	519626	534666	15040	CB	518800	535700	16900			
16	tapping, 23	ZZ	541433	554217	12784	CB	541000	553700	12700			
17	hands, 24	ZZ	555345	560233	4888	CB	554700	561700	7000			
18	feet, 25	ZZ	572641	587681	15040	CB	571250	587850	16600			
19	stand frontal, 26	ZZ	589859	598209	8350	CB	591000	596900	5900			
20	walk Normal, 30	ZZ	634680	641072	6392	CB	635500	640600	5100			
21	walk Heels, 31	ZZ	656488	668144	11656	CB	656400	666900	10500			
22	walk Tandom, 32	ZZ	699728	719380	19652	CB	700400	718400	18000			
