	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	37673	177176	139503	QC	87718	180659	92941			
1	sentences, 5	ZZ	191216	208029	16813	QC	191199	207819	16620			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	216746	231800	15054	QC	217469	231229	13760			
4	tongue and mouth, 8-9	ZZ	236482	255294	18812	QC	237038	255808	18770			
5	drift head, 12	ZZ	288810	307008	18198	QC	291259	306419	15160			
6	straight head, 13	ZZ	321698	383976	62278	QC	322789	382868	60079			
7	geste, 14	ZZ	399239	412721	13482	QC	399464	412733	13269			
8	turn, 15a	ZZ	427740	442554	14814	QC	427902	442582	14680			
9	updn, 15c	ZZ	453722	463802	10080	QC	453772	463382	9610			
10	tilt, 15b	ZZ	444052	453682	9630	QC	444192	453572	9380			
11	paper, 18	ZZ	562367	746800	184433	QC	590939	725889	134950			
12	arms pro, 20	ZZ	812712	833580	20868	QC	815197	833157	17960			
13	arms sup, 19	ZZ	787383	809688	22305	QC	792197	808007	15810			
14	elbows, 21	ZZ	838657	846575	7918	QC	838997	846336	7339			
15	fingernose, 22	ZZ	856726	898578	41852	QC	866726	897415	30689			
16	tapping, 23	ZZ	919743	949912	30169	QC	919464	949533	30069			
17	hands, 24	ZZ	952403	961517	9114	QC	953673	961722	8049			
18	feet, 25	ZZ	971810	1010715	38905	QC	984096	1001135	17039			
19	stand frontal, 26	ZZ	1012495	1024960	12465	QC	1017734	1023143	5409			
20	walk Normal, 30	ZZ	1072731	1083372	10641	QC	1072332	1082681	10349			
21	walk Heels, 31	ZZ	1104175	1111432	7257	QC	1102630	1113009	10379			
22	walk Tandom, 32	ZZ	1136829	1157223	20394	QC	1133308	1151627	18319			
