	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	22200	74600	52400	CB	21789	78592	56803			
1	sentences, 5	EC	83308	101238	17930	CB	82798	101229	18431			
2	TaGaPa, 6	EC	105612	112248	6636	CB	105569	111665	6096			
3	AhhhEeee, 7	EC	115404	125428	10024	CB	115878	124997	9119			
4	tongue and mouth, 8-9	EC	129916	145916	16000	CB	130217	145690	15473			
5	drift head, 12	EC	166476	177468	10992	CB	167787	177466	9679			
6	straight head, 13	EC	194600	259900	65300	CB	197807	261119	63312			
7	geste, 14											
8	turn, 15a	EC	293525	305000	11475	CB	294052	304164	10112			
9	updn, 15c	EC	321846	335509	13663	CB	322427	334443	12016			
10	tilt, 15b	EC	307581	318781	11200	CB	308089	318474	10385			
11	paper, 18	EC	400000	510200	110200	CB	401747	513187	111440			
12	arms pro, 20	EC	529371	541294	11923	CB	530622	542080	11458			
13	arms sup, 19	EC	547250	559701	12451	CB	548196	560035	11839			
14	elbows, 21	EC	567118	574992	7874	CB	568328	574696	6368			
15	fingernose, 22	EC	581719	594876	13157	CB	582154	594681	12527			
16	tapping, 23	EC	600240	613569	13329	CB	601565	613773	12208			
17	hands, 24	EC	615400	627664	12264	CB	615891	627970	12079			
18	feet, 25	EC	637596	664313	26717	CB	637927	664199	26272			
19	stand frontal, 26	EC	666157	676344	10187	CB	667900	676684	8784			
20	walk Normal, 30	EC	738902	748173	9271	CB	740149	746869	6720			
21	walk Heels, 31	EC	758951	768946	9995	CB	761030	767734	6704			
22	walk Tandom, 32	EC	796910	815875	18965	CB	797919	812302	14383			
