	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	25172	88372	63200	CB	25018	85436	60418			
1	sentences, 5	ZZ	97127	115014	17887	CB	96955	114543	17588			
2	TaGaPa, 6											
3	AhhhEeee, 7	ZZ	121135	131805	10670	CB	121519	131603	10084			
4	tongue and mouth, 8-9	ZZ	135726	153539	17813	CB	137122	153587	16465			
5	drift head, 12	ZZ	194970	204287	9317	CB	190173	203617	13444			
6	straight head, 13	ZZ	223112	286842	63730	CB	220575	286366	65791			
7	geste, 14	ZZ	292805	337173	44368	CB	300353	337467	37114			
8	turn, 15a	ZZ	343398	356775	13377	CB	343793	356966	13173			
9	updn, 15c	ZZ	356783	371878	15095	CB	358028	371571	13543			
10	tilt, 15b	ZZ	374562	383749	9187	CB	374659	383746	9087			
11	paper, 18	ZZ	459402	589011	129609	CB	461094	574277	113183			
12	arms pro, 20	ZZ	609796	624436	14640	CB	610768	623900	13132			
13	arms sup, 19	ZZ	592341	609531	17190	CB	593699	608676	14977			
14	elbows, 21	ZZ	629191	642036	12845	CB	631323	640427	9104			
15	fingernose, 22	ZZ	647932	663698	15766	CB	647675	664489	16814			
16	tapping, 23	ZZ	677850	695450	17600	CB	678753	695551	16798			
17	hands, 24	ZZ	699695	703625	3930	CB	701819	704576	2757			
18	feet, 25	ZZ	714435	730085	15650	CB	712391	732261	19870			
19	stand frontal, 26	ZZ	735929	743447	7518	CB	740170	743630	3460			
20	walk Normal, 30	ZZ	788212	797214	9002	CB	789130	797170	8040			
21	walk Heels, 31	ZZ	814302	822739	8437	CB	814517	825374	10857			
22	walk Tandom, 32	ZZ	864872	893631	28759	CB	862638	891874	29236			
