	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	13990	56398	42408	JV	12200	57100	44900			
1	sentences, 5	ZZ	60120	78234	18114	JV	60800	79700	18900			
2	TaGaPa, 6	ZZ	82730	88860	6130	JV	83300	88600	5300			
3	AhhhEeee, 7	ZZ	91380	106810	15430	JV	92700	105300	12600			
4	tongue and mouth, 8-9	ZZ	107830	126075	18245	JV	108400	125600	17200			
5	drift head, 12	ZZ	155803	170011	14208	JV	154800	168600	13800			
6	straight head, 13	ZZ	178236	237305	59069	JV	176050	236250	60200			
7	geste, 14	ZZ	241890	249850	7960	JV	242200	250500	8300			
8	turn, 15a	ZZ	255790	261754	5964	JV	255700	262100	6400			
9	updn, 15c	ZZ	269640	274463	4823	JV	269850	274950	5100			
10	tilt, 15b	ZZ	262360	268499	6139	JV	262400	269400	7000			
11	paper, 18	ZZ	319285	390260	70975	JV	318400	379300	60900			
12	arms pro, 20	ZZ	393591	401340	7749	JV	392600	401200	8600			
13	arms sup, 19	ZZ	407222	420742	13520	JV	408250	419450	11200			
14	elbows, 21	ZZ	422423	438049	15626	JV	423200	436700	13500			
15	fingernose, 22	ZZ	441262	464901	23639	JV	440800	465500	24700			
16	tapping, 23	ZZ	478139	488855	10716	JV	477900	488300	10400			
17	hands, 24	ZZ	490116	498626	8510	JV	489250	496250	7000			
18	feet, 25	ZZ	498650	508310	9660	JV	497800	508300	10500			
19	stand frontal, 26	ZZ	509027	515331	6304	JV	509000	514400	5400			
20	walk Normal, 30	ZZ	535188	542752	7564	JV	535800	553400	17600			
21	walk Heels, 31	ZZ	555675	563870	8195	JV	555000	574500	19500			
22	walk Tandom, 32	ZZ	575532	591760	16228	JV	576000	603000	27000			
