	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	12817	91008	78191	JV	13100	90400	77300			
1	sentences, 5	EC	100799	121639	20840	JV	99200	121600	22400			
2	TaGaPa, 6	EC	125189	131579	6390	JV	124850	131650	6800			
3	AhhhEeee, 7	EC	140678	155278	14600	JV	141600	154700	13100			
4	tongue and mouth, 8-9	EC	160579	183509	22930	JV	157200	185200	28000			
5	drift head, 12	EC	227319	233909	6590	JV	226700	234900	8200			
6	straight head, 13	EC	252163	311673	59510	JV	251900	311400	59500			
7	geste, 14	EC	321269	342499	21230	JV	320700	342900	22200			
8	turn, 15a	EC	347959	360069	12110	JV	346300	361400	15100			
9	updn, 15c	EC	379469	389169	9700	JV	377750	389150	11400			
10	tilt, 15b	EC	367989	376829	8840	JV	361900	377300	15400			
11	paper, 18	EC	453328	594138	140810	JV	447000	593500	146500			
12	arms pro, 20	EC	627368	641178	13810	JV	627200	640000	12800			
13	arms sup, 19	EC	612849	625129	12280	JV	613100	624600	11500			
14	elbows, 21	EC	648302	659442	11140	JV	648800	659000	10200			
15	fingernose, 22	EC	663449	705989	42540	JV	660900	705600	44700			
16	tapping, 23	EC	711349	726049	14700	JV	708300	726600	18300			
17	hands, 24	EC	731088	737828	6740	JV	727900	739000	11100			
18	feet, 25	EC	749518	765586	16068	JV	748000	766100	18100			
19	stand frontal, 26	EC	774999	781629	6630	JV	775800	781700	5900			
20	walk Normal, 30	EC	837329	847029	9700	JV	837400	847400	10000			
21	walk Heels, 31	EC	871959	881369	9410	JV	868900	883000	14100			
22	walk Tandom, 32	EC	920779	941629	20850	JV	917400	942541	25141			
