	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	6390	69735	63345	QC	9867	71280	61413			
1	sentences, 5	ZZ	80518	103309	22791	QC	80599	102258	21659			
2	TaGaPa, 6	ZZ	106810	114461	7651	QC	107768	113738	5970			
3	AhhhEeee, 7	ZZ	122710	133940	11230	QC	123938	133368	9430			
4	tongue and mouth, 8-9	ZZ	136513	158490	21977	QC	138536	158237	19701			
5	drift head, 12	ZZ	176983	192724	15741	QC	180314	192543	12229			
6	straight head, 13	ZZ	208474	278069	69595	QC	214563	277357	62794			
7	geste, 14	ZZ	283036	307148	24112	QC	283877	305257	21380			
8	turn, 15a	ZZ	312577	323529	10952	QC	312726	323126	10400			
9	updn, 15c	ZZ	334885	349700	14815	QC	335176	348756	13580			
10	tilt, 15b	ZZ	323529	334872	11343	QC	323866	333866	10000			
11	paper, 18	ZZ	427712	537257	109545	QC	430845	524009	93164			
12	arms pro, 20	ZZ	547320	556636	9316	QC	543496	555306	11810			
13	arms sup, 19	ZZ	557433	571403	13970	QC	558100	569890	11790			
14	elbows, 21	ZZ	574369	583244	8875	QC	575240	580250	5010			
15	fingernose, 22	ZZ	594233	604376	10143	QC	586990	605384	18394			
16	tapping, 23	ZZ	618323	630355	12032	QC	617703	629693	11990			
17	hands, 24	ZZ	630944	635652	4708	QC	630783	634983	4200			
18	feet, 25	ZZ	639185	654249	15064	QC	639167	654087	14920			
19	stand frontal, 26	ZZ	658680	670731	12051	QC	716235 664557	725934 669297	9699 4740			
20	walk Normal, 30	ZZ	716376	726097	9721							
21	walk Heels, 31	ZZ	748074	761599	13525	QC	747153	762662	15509			
22	walk Tandom, 32	ZZ	785267	808769	23502	QC	785951	806670	20719			
