	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	16528	73898	57370	QC	17023	73382	56359			
1	sentences, 5	ZZ	84451	101310	16859	QC	84542	101122	16580			
2	TaGaPa, 6	ZZ	106800	113523	6723	QC	107452	113402	5950			
3	AhhhEeee, 7	ZZ	121658	134272	12614	QC	122562	133942	11380			
4	tongue and mouth, 8-9	ZZ	137533	153662	16129	QC	137592	154631	17039			
5	drift head, 12	ZZ	169145	182166	13021	QC	169709	181609	11900			
6	straight head, 13	ZZ	195779	257748	61969	QC	195349	256857	61508			
7	geste, 14	ZZ	269896	273957	4061	QC	270777	272757	1980			
8	turn, 15a	ZZ	284001	291088	7087	QC	284578	291088	6510			
9	updn, 15c	ZZ	303232	309807	6575	QC	303428	309868	6440			
10	tilt, 15b	ZZ	293972	301503	7531	QC	294218	301448	7230			
11	paper, 18	ZZ	332712	437525	104813	QC	340517	415636	75119			
12	arms pro, 20	ZZ	467154	483778	16624	QC	467245	483255	16010			
13	arms sup, 19	ZZ	443952	466217	22265	QC	446435	465075	18640			
14	elbows, 21	ZZ	485675	495836	10161	QC	487745	495105	7360			
15	fingernose, 22	ZZ	503838	520104	16266	QC	503185	519965	16780			
16	tapping, 23	ZZ	528967	545992	17025	QC	530365	545745	15380			
17	hands, 24	ZZ	549871	553891	4020	QC	549575	554615	5040			
18	feet, 25	ZZ	560221	574170	13949	QC	561134	573754	12620			
19	stand frontal, 26	ZZ	575573	584473	8900	QC	576814	583554	6740			
20	walk Normal, 30	ZZ	628121	633901	5780	QC	628273	633463	5190			
21	walk Heels, 31	ZZ	647053	653680	6627	QC	647162	653322	6160			
22	walk Tandom, 32	ZZ	680529	698232	17703	QC	680031	697970	17939			
