	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	32567	89438	56871	ZZ	24069	90721	66652			
1	sentences, 5	EC	96366	110252	13886	ZZ	96685	110440	13755			
2	TaGaPa, 6											
3	AhhhEeee, 7	EC	115474	128757	13283	ZZ	115780	129447	13667			
4	tongue and mouth, 8-9	EC	134658	150268	15610	ZZ	134700	150211	15511			
5	drift head, 12	EC	173628	184104	10476	ZZ	171906	184868	12962			
6	straight head, 13	EC	201271	258285	57014	ZZ	198370	258510	60140			
7	geste, 14	EC	269041	280461	11420	ZZ	266120	281739	15619			
8	turn, 15a	EC	286263	294321	8058	ZZ	286220	294641	8421			
9	updn, 15c	EC	303215	311098	7883	ZZ	303310	312173	8863			
10	tilt, 15b	EC	295004	302026	7022	ZZ	294840	302306	7466			
11	paper, 18	EC	368839	432411	63572	ZZ	369684	435017	65333			
12	arms pro, 20	EC	445593	452357	6764	ZZ	445357	453560	8203			
13	arms sup, 19	EC	438258	444826	6568	ZZ	437605	444720	7115			
14	elbows, 21	EC	455985	465449	9464	ZZ	454680	466310	11630			
15	fingernose, 22	EC	471871	481644	9773	ZZ	471888	481590	9702			
16	tapping, 23	EC	489377	501500	12123	ZZ	489354	502938	13584			
17	hands, 24	EC	503756	508392	4636	ZZ	503740	508113	4373			
18	feet, 25	EC	514285	524677	10392	ZZ	514582	524510	9928			
19	stand frontal, 26	EC	532623	537974	5351	ZZ	532370	538080	5710			
20	walk Normal, 30	EC	567257	575311	8054	ZZ	567940	576070	8130			
21	walk Heels, 31					ZZ	585780	593490	7710			
22	walk Tandom, 32	EC	608260	618209	9949	ZZ	608760	618800	10040			
