	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	CB	5900	54400	48500	QC	8778	55594	46816	8778->54400	5900->55594	0.9180585181309615
1	sentences, 5	CB	60000	75100	15100	QC	60729	73646	12917	60729->73646	60000->75100	0.8554304635761589
2	TaGaPa, 6											
3	AhhhEeee, 7	CB	80300	89700	9400	QC	79269	88157	8888	80300->88157	79269->89700	0.7532355478861087
4	tongue and mouth, 8-9	CB	94900	109800	14900	QC	95084	109709	14625	95084->109709	94900->109800	0.9815436241610739
5	drift head, 12	CB	123000	172500	49500	QC	120705	171568	50863	123000->171568	120705->172500	0.937696688869582
6	straight head, 13	CB	195100	246700	51600	QC	192979	246509	53530	195100->246509	192979->246700	0.9569628264552037
7	geste, 14	CB	260150	322950	62800	QC	260614	323504	62890	260614->322950	260150->323504	0.983931559175427
8	turn, 15a	CB	344300	352400	8100	QC	345410	352217	6807	345410->352217	344300->352400	0.8403703703703703
9	updn, 15c	CB	353200	361300	8100	QC	353404	360901	7497	353404->360901	353200->361300	0.9255555555555556
10	tilt, 15b	CB	362500	371200	8700	QC	362373	370645	8272	362500->370645	362373->371200	0.9227370567576754
11	paper, 18	CB	414400	554600	140200	QC	415470	553544	138074	415470->553544	414400->554600	0.9848359486447932
12	arms pro, 20	CB	562100	574600	12500	QC	563133	574625	11492	563133->574600	562100->574625	0.9155289421157685
13	arms sup, 19	CB	576300	589500	13200	QC	576417	588912	12495	576417->588912	576300->589500	0.946590909090909
14	elbows, 21	CB	591750	594850	3100	QC	591085	595711	4626	591750->594850	591085->595711	0.6701253782965845
15	fingernose, 22	CB	595550	619950	24400	QC	601592	619570	17978	601592->619570	595550->619950	0.7368032786885246
16	tapping, 23	CB	620700	637100	16400	QC	620327	635106	14779	620700->635106	620327->637100	0.8588803434090503
17	hands, 24	CB	638150	646850	8700	QC	639986	645069	5083	639986->645069	638150->646850	0.5842528735632184
18	feet, 25	CB	651850	671650	19800	QC	651907	672575	20668	651907->671650	651850->672575	0.9526176115802172
19	stand frontal, 26	CB	674600	678700	4100	QC	673444	678740	5296	674600->678700	673444->678740	0.7741691842900302
20	walk Normal, 30	CB	711900	716900	5000	QC	711505	718034	6529	711900->716900	711505->718034	0.765814060346148
21	walk Heels, 31	CB	732250	745250	13000	QC	734101	744956	10855	734101->744956	732250->745250	0.835
22	walk Tandom, 32	CB	791000	826200	35200	QC	794074	828408	34334	794074->826200	791000->828408	0.8588002566295979
