	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	JV	42500	97000	54500	QC	16214	97479	81265			
1	sentences, 5	JV	105700	124500	18800	QC	107019	124368	17349			
2	TaGaPa, 6	JV	128500	133300	4800	QC	128348	133398	5050			
3	AhhhEeee, 7	JV	141350	155650	14300	QC	141756	155256	13500			
4	tongue and mouth, 8-9	JV	157750	179950	22200	QC	160015	179774	19759			
5	drift head, 12	JV	202300	213800	11500	QC	202193	214023	11830			
6	straight head, 13	JV	248300	313200	64900	QC	252893	313707	60814			
7	geste, 14	JV	321400	351900	30500	QC	325457	349217	23760			
8	turn, 15a	JV	352200	367600	15400	QC	353277	364957	11680			
9	updn, 15c	JV	379550	387350	7800	QC	379797	386027	6230			
10	tilt, 15b	JV	368000	379200	11200	QC	368067	378807	10740			
11	paper, 18	JV	436600	541900	105300	QC	443641	539786	96145			
12	arms pro, 20	JV	565400	575800	10400	QC	565492	576322	10830			
13	arms sup, 19	JV	551400	562900	11500	QC	551804	563674	11870			
14	elbows, 21	JV	579550	586450	6900	QC	580122	586422	6300			
15	fingernose, 22	JV	588050	606350	18300	QC	590082	605970	15888			
16	tapping, 23	JV	615050	628650	13600	QC	616260	628360	12100			
17	hands, 24	JV	629300	640000	10700	QC	631910	639690	7780			
18	feet, 25	JV	648600	663600	15000	QC	650470	663370	12900			
19	stand frontal, 26	JV	666250	670850	4600	QC	666129	670619	4490			
20	walk Normal, 30	JV	713000	724200	11200	QC	715818	722057	6239			
21	walk Heels, 31	JV	738050	749150	11100	QC	738716	746645	7929			
22	walk Tandom, 32	JV	765850	780850	15000	QC	767334	780923	13589			
