	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	32280	91048	58768	CB	19150	91502	72352			
1	sentences, 5	ZZ	100380	128655	28275	CB	100807	128631	27824			
2	TaGaPa, 6	ZZ	131980	139515	7535	CB	132812	139212	6400			
3	AhhhEeee, 7	ZZ	143857	156148	12291	CB	144144	155985	11841			
4	tongue and mouth, 8-9	ZZ	157097	176648	19551	CB	157957	176837	18880			
5	drift head, 12					CB	220113	234909	14796			
6	straight head, 13	ZZ	219017	271764	52747	CB	241906	271214	29308			
7	geste, 14	ZZ	277647	289619	11972	CB	278083	288978	10895			
8	turn, 15a	ZZ	292557	301425	8868	CB	291943	301351	9408			
9	updn, 15c	ZZ	314750	323792	9042	CB	315056	323865	8809			
10	tilt, 15b	ZZ	305424	313885	8461	CB	305740	313724	7984			
11	paper, 18	ZZ	374442	472302	97860	CB	375134	458989	83855			
12	arms pro, 20	ZZ	493729	512631	18902	CB	495035	509963	14928			
13	arms sup, 19	ZZ	473262	491618	18356	CB	476486	490390	13904			
14	elbows, 21	ZZ	513925	523469	9544	CB	514848	523424	8576			
15	fingernose, 22	ZZ	528699	546709	18010	CB	528948	546965	18017			
16	tapping, 23	ZZ	557496	567576	10080	CB	557738	566986	9248			
17	hands, 24	ZZ	569322	571759	2437	CB	569407	572663	3256			
18	feet, 25	ZZ	577138	595111	17973	CB	581819	595116	13297			
19	stand frontal, 26	ZZ	597589	605014	7425	CB	597253	602693	5440			
20	walk Normal, 30	ZZ	634891	651750	16859	CB	644241	651633	7392			
21	walk Heels, 31	ZZ	655190	676176	20986	CB	666671	675119	8448			
22	walk Tandom, 32	ZZ	681242	705685	24443	CB	695888	705201	9313			
