	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	EC	9940	68237	58297	ZZ	10263	63690	53427			
1	sentences, 5	EC	75965	94470	18505	ZZ	76329	94809	18480			
2	TaGaPa, 6	EC	96790	106274	9484	ZZ	96853	106495	9642			
3	AhhhEeee, 7	EC	109325	122956	13631	ZZ	108970	123045	14075			
4	tongue and mouth, 8-9	EC	128332	152429	24097	ZZ	128369	152600	24231			
5	drift head, 12	EC	199005	212554	13549							
6	straight head, 13	EC	221362	282212	60850	ZZ	219331 197322	283343 213849	64012 16527			
7	geste, 14											
8	turn, 15a	EC	302643	312586	9943	ZZ	302390	312145	9755			
9	updn, 15c	EC	326508	334546	8038	ZZ	326360	334130	7770			
10	tilt, 15b	EC	315422	326485	11063	ZZ	315146	326026	10880			
11	paper, 18	EC	397981	484137	86156	ZZ	390556	502930	112374			
12	arms pro, 20	EC	506094	516943	10849	ZZ	506130	518330	12200			
13	arms sup, 19	EC	519219	530324	11105	ZZ	518990	530871	11881			
14	elbows, 21	EC	533887	544555	10668	ZZ	532747	544590	11843			
15	fingernose, 22	EC	549313	569953	20640	ZZ	550005	569514	19509			
16	tapping, 23	EC	577486	588089	10603	ZZ	578519	588300	9781			
17	hands, 24	EC	588445	596577	8132							
18	feet, 25	EC	599574	609955	10381	ZZ	597090	609720	12630			
19	stand frontal, 26	EC	610067	617679	7612	ZZ	610080	619460	9380			
20	walk Normal, 30	EC	644849	653879	9030	ZZ	644924	653929	9005			
21	walk Heels, 31					ZZ	664058	678315	14257			
22	walk Tandom, 32	EC	693734	705894	12160	ZZ	692572	717918	25346			
