	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	JV	23900	88600	64700	CB	17786	88650	70864			
1	sentences, 5	JV	94300	113600	19300	CB	94735	112047	17312			
2	TaGaPa, 6	JV	115200	120400	5200	CB	115364	120308	4944			
3	AhhhEeee, 7	JV	124600	135000	10400	CB	125689	134521	8832			
4	tongue and mouth, 8-9	JV	136800	154400	17600	CB	137149	153917	16768			
5	drift head, 12	JV	168300	179200	10900	CB	168321	179521	11200			
6	straight head, 13	JV	213100	267700	54600	CB	215309	269693	54384			
7	geste, 14	JV	274300	322600	48300	CB	279794	320850	41056			
8	turn, 15a	JV	325200	341500	16300	CB	326903	338663	11760			
9	updn, 15c	JV	353100	362200	9100	CB	354257	360464	6207			
10	tilt, 15b	JV	342000	352300	10300	CB	344363	351387	7024			
11	paper, 18	JV	404400	504000	99600	CB	409630	507758	98128			
12	arms pro, 20	JV	538800	553300	14500	CB	538421	555269	16848			
13	arms sup, 19	JV	519800	534700	14900	CB	520642	536193	15551			
14	elbows, 21	JV	557600	564100	6500	CB	558490	565850	7360			
15	fingernose, 22	JV	565700	597900	32200	CB	570063	598239	28176			
16	tapping, 23	JV	609400	622700	13300	CB	610128	622352	12224			
17	hands, 24	JV	623100	631000	7900	CB	624005	630517	6512			
18	feet, 25	JV	644200	664300	20100	CB	644391	662887	18496			
19	stand frontal, 26	JV	665100	670500	5400	CB	666940	672283	5343			
20	walk Normal, 30	JV	718400	726700	8300	CB	718933	725512	6579			
21	walk Heels, 31	JV	753900	765600	11700	CB	753809	764833	11024			
22	walk Tandom, 32	JV	786300	802200	15900	CB	789645	801149	11504			
