	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	JV	16300	72500	56200	CB	16820	71284	54464			
1	sentences, 5	JV	78300	103800	25500	CB	82041	103592	21551			
2	TaGaPa, 6	JV	110300	117700	7400	CB	110221	117821	7600			
3	AhhhEeee, 7	JV	123600	135700	12100	CB	124514	136514	12000			
4	tongue and mouth, 8-9	JV	139100	162700	23600	CB	140535	161319	20784			
5	drift head, 12	JV	193300	212800	19500	CB	192191	212815	20624			
6	straight head, 13	JV	242700	309400	66700	CB	247780	309700	61920			
7	geste, 14	JV	324500	332300	7800	CB	326553	331384	4831			
8	turn, 15a	JV	336100	352000	15900	CB	337501	350173	12672			
9	updn, 15c	JV	364600	375200	10600	CB	364215	375319	11104			
10	tilt, 15b	JV	352500	364100	11600	CB	355394	362402	7008			
11	paper, 18	JV	410800	534700	123900	CB	416923	535627	118704			
12	arms pro, 20	JV	601700	616100	14400	CB	601204	616515	15311			
13	arms sup, 19	JV	573200	594100	20900	CB	573279	595647	22368			
14	elbows, 21	JV	625000	632200	7200	CB	625223	632823	7600			
15	fingernose, 22	JV	636300	677200	40900	CB	644860	675820	30960			
16	tapping, 23	JV	684100	712700	28600	CB	688321	711313	22992			
17	hands, 24	JV	715000	727700	12700	CB	717286	725670	8384			
18	feet, 25	JV	728900	756100	27200	CB	734091	755658	21567			
19	stand frontal, 26	JV	756700	767300	10600	CB	757579	769658	12079			
20	walk Normal, 30	JV	815200	823700	8500	CB	817007	823267	6260			
21	walk Heels, 31	JV	844200	859300	15100	CB	844175	858911	14736			
22	walk Tandom, 32	JV	885800	899200	13400	CB	889043	899923	10880			
