	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	JV	17000	77100	60100	QC	16806	81058	64252			
1	sentences, 5	JV	86700	109800	23100	QC	88078	109977	21899			
2	TaGaPa, 6	JV	115400	122500	7100	QC	115537	122607	7070			
3	AhhhEeee, 7	JV	129900	149400	19500	QC	130007	149067	19060			
4	tongue and mouth, 8-9	JV	150700	168400	17700	QC	151347	167946	16599			
5	drift head, 12	JV	190000	203500	13500	QC	189009	204438	15429			
6	straight head, 13	JV	231300	305100	73800	QC	231628	304839	73211			
7	geste, 14	JV	315200	327900	12700	QC	320369	327139	6770			
8	turn, 15a	JV	333600	341800	8200	QC	334519	341179	6660			
9	updn, 15c	JV	354500	362200	7700	QC	354949	362209	7260			
10	tilt, 15b	JV	342250	354050	11800	QC	343619	353509	9890			
11	paper, 18	JV	391100	497200	106100	QC	391389	490879	99490			
12	arms pro, 20	JV	553150	570850	17700	QC	555219	570759	15540			
13	arms sup, 19	JV	530000	551200	21200	QC	531549	550879	19330			
14	elbows, 21	JV	576350	585550	9200	QC	577789	585279	7490			
15	fingernose, 22	JV	589200	618600	29400	QC	594379	617108	22729			
16	tapping, 23	JV	626500	647100	20600	QC	628578	646067	17489			
17	hands, 24	JV	647550	653750	6200	QC	648527	652646	4119			
18	feet, 25	JV	655500	681200	25700	QC	662296	680695	18399			
19	stand frontal, 26	JV	682100	690500	8400	QC	683615	691144	7529			
20	walk Normal, 30	JV	730500	741500	11000	QC	732423	740702	8279			
21	walk Heels, 31	JV	755350	771450	16100	QC	759761	771120	11359			
22	walk Tandom, 32	JV	796850	810650	13800	QC	799359	811059	11700			
