	stepnumber	reviewer1	start1	end1	duration1	reviewer2	start2	end2	duration2	intersect	union	inter/uni
0	eyes, 1-4	ZZ	17328	77697	60369	QC	21916	77658	55742			
1	sentences, 5	ZZ	87907	111465	23558	QC	88238	111248	23010			
2	TaGaPa, 6	ZZ	114706	120448	5742	QC	115078	120088	5010			
3	AhhhEeee, 7	ZZ	125412	134426	9014	QC	126288	134078	7790			
4	tongue and mouth, 8-9	ZZ	135205	150667	15462	QC	135418	150446	15028			
5	drift head, 12	ZZ	180894	197187	16293	QC	182115	195403	13288			
6	straight head, 13	ZZ	213957	270605	56648	QC	214373	270543	56170			
7	geste, 14	ZZ	279408	293474	14066	QC	280973	292602	11629			
8	turn, 15a	ZZ	295198	301991	6793	QC	295402	303062	7660			
9	updn, 15c	ZZ	320250	329343	9093	QC	320462	329552	9090			
10	tilt, 15b	ZZ	304180	320153	15973	QC	304662	319672	15010			
11	paper, 18	ZZ	378796	484076	105280	QC	382491	471240	88749			
12	arms pro, 20	ZZ	501696	517641	15945	QC	502689	516659	13970			
13	arms sup, 19	ZZ	487255	500696	13441	QC	487969	501079	13110			
14	elbows, 21	ZZ	518774	529774	11000	QC	520379	529499	9120			
15	fingernose, 22	ZZ	531016	556783	25767	QC	537009	556389	19380			
16	tapping, 23	ZZ	567556	585562	18006	QC	567259	583409	16150			
17	hands, 24	ZZ	587562	596562	9000	QC	588139	596039	7900			
18	feet, 25	ZZ	600562	611562	11000	QC	600459	611169	10710			
19	stand frontal, 26	ZZ	629562	650562	21000	QC	633049	647989	14940			
20	walk Normal, 30	ZZ	694857	702857	8000	QC	695298	702288	6990			
21	walk Heels, 31	ZZ	712323	723369	11046	QC	712237	720527	8290			
22	walk Tandom, 32	ZZ	735293	746613	11320	QC	734876	746356	11480			
